lesson,order,title,jlpt,type,pattern,meaning_vi,usage,notes,examples,quiz
19,4,"Sự biến đổi trạng thái (Trở nên, trở thành)",N5,basic,Aい(bỏ い) + くなる / Aな・N + になる,Trở nên... / Trở thành...,"Diễn tả sự thay đổi về tính chất hoặc trạng thái của sự vật, con người.",Thường đi kèm với phó từ だんだan (dần dần) hoặc もうすぐ (sắp).,"[{""segments"": [{""text"": ""だんだん ""}, {""kanji"": ""暑"", ""reading"": ""あつ""}, {""text"": ""く なります。""}], ""vi"": ""Trời dần dần trở nên nóng.""}, {""segments"": [{""kanji"": ""将来"", ""reading"": ""しょうらい""}, {""text"": ""、""}, {""kanji"": ""医者"", ""reading"": ""いしゃ""}, {""text"": ""に なります。""}], ""vi"": ""Tương lai tôi sẽ trở thành bác sĩ.""}]","[{""question"": {""segments"": [{""text"": ""だんだん ""}, {""kanji"": ""寒"", ""reading"": ""さむ""}, {""text"": ""く ___ 。""}]}, ""choices"": [""なります"", ""します"", ""あります""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""日本語"", ""reading"": ""にほんご""}, {""text"": ""が ""}, {""kanji"": ""上手"", ""reading"": ""じょうず""}, {""text"": ""に ___ ましたね。""}]}, ""choices"": [""なり"", ""し"", ""あり""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""息子"", ""reading"": ""むすこ""}, {""text"": ""は 20""}, {""kanji"": ""歳"", ""reading"": ""さい""}, {""text"": "" ___ なります。""}]}, ""choices"": [""に"", ""を"", ""が""], ""answer"": 0}]"
20,1,Thể thông thường của động từ,N5,basic,V (thể thường),Thể ngắn của động từ,"Dùng trong hội thoại với người thân thiết, bạn bè hoặc người dưới.",~masu → Từ điển; ~masen → Thể ない; ~mashita → Thể た; ~masen deshita → Thể なかった.,"[{""segments"": [{""kanji"": ""明日"", ""reading"": ""あした""}, {""text"": "" ""}, {""kanji"": ""行"", ""reading"": ""い""}, {""text"": ""く。""}], ""vi"": ""Mai đi.""}, {""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": "" ""}, {""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べなかった。""}], ""vi"": ""Hôm qua không ăn.""}]","[{""question"": {""segments"": [{""text"": ""Thể thông thường của 'いきます' là gì?""}]}, ""choices"": [""いく"", ""いった"", ""いかない""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Thể thông thường của 'のみませんでした' là gì?""}]}, ""choices"": [""のまない"", ""のまなかった"", ""のんだ""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""Thể thông thường của 'べんきょうします' là gì?""}]}, ""choices"": [""べんきょうする"", ""べんきょうした"", ""べんきょうしない""], ""answer"": 0}]"
20,2,Thể thông thường của Tính từ và Danh từ,N5,basic,Aい / Aな (だ) / N (だ),Thể ngắn của Tính từ/Danh từ,Dùng để nêu tính chất hoặc danh tính một cách thân mật.,"Tính từ đuôi い giữ nguyên; Tính từ đuôi な và Danh từ thay です bằng だ, じゃありません bằng じゃない.","[{""segments"": [{""kanji"": ""今日"", ""reading"": ""きょう""}, {""text"": ""は ""}, {""kanji"": ""寒"", ""reading"": ""さむ""}, {""text"": ""い。""}], ""vi"": ""Hôm nay lạnh.""}, {""segments"": [{""kanji"": ""彼"", ""reading"": ""かれ""}, {""text"": ""は ""}, {""kanji"": ""暇"", ""reading"": ""ひま""}, {""text"": ""だ。""}], ""vi"": ""Anh ấy rảnh.""}, {""segments"": [{""kanji"": ""明日"", ""reading"": ""あした""}, {""text"": ""は ""}, {""kanji"": ""日曜日"", ""reading"": ""にちようび""}, {""text"": ""だ。""}], ""vi"": ""Mai là Chủ Nhật.""}]","[{""question"": {""segments"": [{""text"": ""Thể ngắn của 'きれいです' là gì?""}]}, ""choices"": [""きれいい"", ""きれいた"", ""きれいだ""], ""answer"": 2}, {""question"": {""segments"": [{""text"": ""Thể ngắn của 'あつくないです' là gì?""}]}, ""choices"": [""あつくない"", ""あつくないだ"", ""あつかった""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Thể ngắn của 'にほんじんです' là gì?""}]}, ""choices"": [""にほんじん"", ""にほんじんだ"", ""にほんじんな""], ""answer"": 1}]"
20,3,Câu hỏi trong thể thông thường,N5,basic,Thể thường? / Thể thường + の？,Câu hỏi thân mật,Dùng khi đặt câu hỏi cho người thân thiết mà không cần dùng trợ từ か.,"Cuối câu phải lên giọng. Với tính từ đuôi な/Danh từ, câu hỏi dùng なの？ hoặc lược bỏ だ rồi lên giọng.","[{""segments"": [{""kanji"": ""明日"", ""reading"": ""あした""}, {""text"": "" ""}, {""kanji"": ""行"", ""reading"": ""い""}, {""text"": ""く？""}], ""vi"": ""Mai đi không?""}, {""segments"": [{""text"": ""これ、おいしいの？""}], ""vi"": ""Cái này ngon không?""}, {""segments"": [{""kanji"": ""暇"", ""reading"": ""ひま""}, {""text"": ""なの？""}], ""vi"": ""Rảnh không?""}]","[{""question"": {""segments"": [{""text"": ""Câu nào là câu hỏi thân mật đúng?""}]}, ""choices"": [""たべるか？"", ""たべる？ (lên giọng)"", ""たべます？""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""Câu hỏi thân mật cho '""}, {""kanji"": ""暇"", ""reading"": ""ひま""}, {""text"": ""ですか' là:""}]}, ""choices"": [""ひまだ？"", ""ひまなの？"", ""ひまか？""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""Câu trả lời thân mật cho 'はい' là gì?""}]}, ""choices"": [""ううん"", ""うん"", ""ええ""], ""answer"": 1}]"
20,4,Lược bỏ trợ từ,N5,basic,N (lược trợ từ) V/A,"Lược bỏ は, が, を","Trong văn nói thân mật, các trợ từ được lược bỏ nếu ý nghĩa câu vẫn rõ ràng.","Không lược bỏ các trợ từ chỉ hướng, phương tiện, thời gian như: に, で, から, まで.","[{""segments"": [{""text"": ""ごはん ""}, {""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べる？ (lược を)""}], ""vi"": ""Ăn cơm không?""}, {""segments"": [{""kanji"": ""名前"", ""reading"": ""なまえ""}, {""text"": "" ""}, {""kanji"": ""書"", ""reading"": ""か""}, {""text"": ""いた？ (lược が)""}], ""vi"": ""Viết tên chưa?""}]","[{""question"": {""segments"": [{""text"": ""Trợ từ nào sau đây THƯỜNG được lược bỏ trong thể ngắn?""}]}, ""choices"": [""に"", ""を"", ""で""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""Trợ từ nào sau đây KHÔNG ĐƯỢC lược bỏ?""}]}, ""choices"": [""は"", ""が"", ""から""], ""answer"": 2}, {""question"": {""segments"": [{""text"": ""Chọn câu lược bỏ đúng: 'Hôm nay đi bách hóa không?'""}]}, ""choices"": [""きょう デパート 行く？"", ""きょう デパートへ 行く？"", ""Cả hai đều đúng (nhưng câu 1 phổ biến hơn)""], ""answer"": 2}]"
20,5,Từ nối けど,N5,basic,S1 けど、S2,~ nhưng...,Dùng để nối hai mệnh đề có ý nghĩa tương phản hoặc mở đầu câu chuyện.,Là cách nói thân mật của trợ từ が.,"[{""segments"": [{""text"": ""おいしいけど、""}, {""kanji"": ""高"", ""reading"": ""たか""}, {""text"": ""い。""}], ""vi"": ""Ngon nhưng mà đắt.""}, {""segments"": [{""text"": ""チケット あるけど、""}, {""kanji"": ""一緒"", ""reading"": ""いっしょ""}, {""text"": ""に""}, {""kanji"": ""行"", ""reading"": ""い""}, {""text"": ""かない？""}], ""vi"": ""Có vé đấy, đi cùng không?""}]","[{""question"": {""segments"": [{""text"": ""Trợ từ '""}, {""text"": ""けど""}, {""text"": ""' tương đương với trợ từ lịch sự nào?""}]}, ""choices"": [""から"", ""が"", ""も""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""Dịch: 'Tiếng Nhật khó nhưng thú vị.'""}]}, ""choices"": [""にほんご むずかしい けど おもしろい。"", ""にほんご むずかしい から おもしろい。"", ""にほんご むずかしい が おもしろい。""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Khi muốn rủ rê 'Có vé đấy, đi không?', ta dùng:""}]}, ""choices"": [""チケット あるから、いく？"", ""チケット あるけど、いかない？"", ""チケット ある、いかない？""], ""answer"": 1}]"
21,1,"Mẫu câu phỏng đoán, phán đoán (～と思います)",N5,basic,Thể thông thường + と 思います,(Tôi) đoán là ~ / (tôi) nghĩ là ~,"Biểu thị sự phỏng đoán, phán đoán chủ quan hoặc bày tỏ ý kiến, đánh giá cá nhân về một vấn đề.",Câu hỏi ý kiến về một vấn đề: Nについて どう 思いますか.,"[{""segments"": [{""kanji"": ""雨"", ""reading"": ""あめ""}, {""text"": ""が""}, {""kanji"": ""降"", ""reading"": ""ふ""}, {""text"": ""る""}, {""text"": ""と""}, {""kanji"": ""思"", ""reading"": ""おも""}, {""text"": ""います。""}, {""kanji"": ""黒"", ""reading"": ""くろ""}, {""text"": ""い""}, {""kanji"": ""雲"", ""reading"": ""くも""}, {""text"": ""がありますから。""}], ""vi"": ""Tôi nghĩ trời sẽ mưa vì có mây đen.""}, {""segments"": [{""kanji"": ""日本人"", ""reading"": ""にほんじん""}, {""text"": ""はよく""}, {""kanji"": ""働"", ""reading"": ""はたら""}, {""text"": ""く""}, {""text"": ""と""}, {""kanji"": ""思"", ""reading"": ""おも""}, {""text"": ""います。""}], ""vi"": ""Tôi nghĩ người Nhật làm việc chăm chỉ.""}]","[{""question"": {""segments"": [{""text"": ""ハノイの""}, {""kanji"": ""生活"", ""reading"": ""せいかつ""}, {""text"": ""について ___ ""}, {""kanji"": ""思"", ""reading"": ""おも""}, {""text"": ""いますか。""}]}, ""choices"": [""なにを"", ""どう"", ""どこで""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""明日"", ""reading"": ""あした""}, {""text"": ""ベトナムのチームが ___ と""}, {""kanji"": ""思"", ""reading"": ""おも""}, {""text"": ""います。""}]}, ""choices"": [""勝つ"", ""勝ちます"", ""勝って""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""彼"", ""reading"": ""かれ""}, {""text"": ""は ""}, {""kanji"": ""独身"", ""reading"": ""どくしん""}, {""text"": ""だ ___ ""}, {""kanji"": ""思"", ""reading"": ""おも""}, {""text"": ""います。""}]}, ""choices"": [""を"", ""と"", ""が""], ""answer"": 1}]"
21,2,Trích dẫn lời nói (～と言います),N5,basic,Thể thông thường / 「Câu trích dẫn」 + と 言います,(Ai đó) nói rằng / đã nói rằng...,Dùng để thuật lại hoặc trích dẫn lại lời nói của một người nào đó.,Trích dẫn trực tiếp để trong ngoặc 「 」. Trích dẫn gián tiếp dùng thể thông thường trước と.,"[{""segments"": [{""kanji"": ""寝"", ""reading"": ""ね""}, {""text"": ""る""}, {""kanji"": ""前"", ""reading"": ""まえ""}, {""text"": ""に「おやすみなさい」と""}, {""kanji"": ""言"", ""reading"": ""い""}, {""text"": ""います。""}], ""vi"": ""Trước khi ngủ thì nói 'Chúc ngủ ngon'.""}, {""segments"": [{""kanji"": ""佐藤"", ""reading"": ""さとう""}, {""text"": ""さんは ""}, {""kanji"": ""彼女"", ""reading"": ""かのじょ""}, {""text"": ""が いると""}, {""kanji"": ""言"", ""reading"": ""い""}, {""text"": ""いました。""}], ""vi"": ""Anh Sato đã nói là có bạn gái.""}]","[{""question"": {""segments"": [{""kanji"": ""先生"", ""reading"": ""せんせい""}, {""text"": ""は「""}, {""kanji"": ""明日"", ""reading"": ""あした""}, {""text"": "" レポートを ___ 」と""}, {""kanji"": ""言"", ""reading"": ""い""}, {""text"": ""いました。""}]}, ""choices"": [""出してください"", ""出す"", ""出して""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""彼"", ""reading"": ""かれ""}, {""text"": ""は ""}, {""kanji"": ""何"", ""reading"": ""なん""}, {""text"": "" ___ ""}, {""kanji"": ""言"", ""reading"": ""い""}, {""text"": ""いましたか。""}]}, ""choices"": [""を"", ""と"", ""가""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""帰"", ""reading"": ""かえ""}, {""text"": ""ってから「ただいま」 ___ ""}, {""kanji"": ""言"", ""reading"": ""い""}, {""text"": ""います。""}]}, ""choices"": [""を"", ""と"", ""に""], ""answer"": 1}]"
21,3,Xác nhận sự đồng ý (～でしょう？),N5,basic,Thể thông thường + でしょう？,~ phải không nhỉ? / ~ nhỉ?,Dùng khi người nói mong muốn người nghe đồng ý với ý kiến của mình hoặc để xác nhận lại một sự việc mà mình tin là đúng.,Lưu ý: Tính từ đuôi な và Danh từ không đi kèm với だ.,"[{""segments"": [{""kanji"": ""田中"", ""reading"": ""たなか""}, {""text"": ""さんは ""}, {""kanji"": ""日本人"", ""reading"": ""にほんじん""}, {""text"": ""でしょう？""}], ""vi"": ""Anh Tanaka là người Nhật phải không?""}, {""segments"": [{""text"": ""ベトナムの""}, {""kanji"": ""夏"", ""reading"": ""なつ""}, {""text"": ""は あついでしょう？""}], ""vi"": ""Mùa hè ở Việt Nam nóng nhỉ?""}]","[{""question"": {""segments"": [{""kanji"": ""明日"", ""reading"": ""あした""}, {""text"": ""のパーティーへ ___ でしょう？""}]}, ""choices"": [""行く"", ""行きます"", ""行った""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""山田先生"", ""reading"": ""やまだせんせい""}, {""text"": ""は ハンサム ___ 。""}]}, ""choices"": [""だでしょう"", ""でしょう"", ""なでしょう""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""政治"", ""reading"": ""せいじ""}, {""text"": ""の""}, {""kanji"": ""問題"", ""reading"": ""もんだい""}, {""text"": ""は とても ___ でしょう？""}]}, ""choices"": [""難しい"", ""難しくない"", ""Cả hai đều đúng""], ""answer"": 2}]"
21,4,Sự kiện tổ chức tại địa điểm (～で ～があります),N5,basic,N1 (địa điểm) で N2 があります,N2 được tổ chức / diễn ra tại N1,"Dùng để diễn tả một sự kiện (bữa tiệc, trận đấu, lễ hội, tai nạn...) xảy ra hoặc được tổ chức tại một nơi nào đó.","Trong mẫu này, あります mang nghĩa là tổ chức, diễn ra chứ không phải là sự tồn tại đồ vật.","[{""segments"": [{""text"": ""ハノイで パーティーが あります。""}], ""vi"": ""Ở Hà Nội có tổ chức bữa tiệc.""}, {""segments"": [{""text"": ""どこで ""}, {""kanji"": ""試合"", ""reading"": ""しあい""}, {""text"": ""が ありますか。""}], ""vi"": ""Trận đấu diễn ra ở đâu?""}]","[{""question"": {""segments"": [{""kanji"": ""東京"", ""reading"": ""とうきょう""}, {""text"": "" ___ お""}, {""kanji"": ""祭"", ""reading"": ""まつ""}, {""text"": ""りがあります。""}]}, ""choices"": [""に"", ""で"", ""を""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""体育館で ""}, {""kanji"": ""試合"", ""reading"": ""しあい""}, {""text"": "" ___ あります。""}]}, ""choices"": [""が"", ""を"", ""に""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": "" どこかで ""}, {""kanji"": ""事故"", ""reading"": ""じこ""}, {""text"": "" ___ ありました。""}]}, ""choices"": [""で"", ""가"", ""を""], ""answer"": 1}]"
22,1,Bổ ngữ cho danh từ (Định ngữ),N5,basic,V (thể thông thường) + N,Danh từ mà (làm gì đó/như thế nào đó)...,Dùng một mệnh đề động từ ở thể thông thường để bổ nghĩa trực tiếp cho danh từ đứng sau.,"Trong mệnh đề bổ ngữ, chủ ngữ của hành động luôn đi kèm với trợ từ が thay vì は.","[{""segments"": [{""text"": ""チャンさんが""}, {""kanji"": ""買"", ""reading"": ""か""}, {""text"": ""った かばん""}], ""vi"": ""Cái cặp mà bạn Trang đã mua""}, {""segments"": [{""kanji"": ""本"", ""reading"": ""ほん""}, {""text"": ""を""}, {""kanji"": ""読"", ""reading"": ""よ""}, {""text"": ""む""}, {""kanji"": ""所"", ""reading"": ""ところ""}], ""vi"": ""Nơi để đọc sách""}]","[{""question"": {""segments"": [{""text"": ""Đây là cái cặp mà bạn Trang đã mua : これは チャンさん ___ ""}, {""kanji"": ""買"", ""reading"": ""か""}, {""text"": ""った ""}, {""kanji"": ""かばん"", ""reading"": ""かばん""}, {""text"": ""です。""}]}, ""choices"": [""が"", ""は"", ""を""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Người đang đeo kính là ai? : めがねを ___ ""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""は だれですか。""}]}, ""choices"": [""かけている"", ""かけます"", ""かけて""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Nơi để hút thuốc : たばこを ___ ""}, {""kanji"": ""所"", ""reading"": ""ところ""}]}, ""choices"": [""すう"", ""すいます"", ""すって""], ""answer"": 0}]"
22,2,Mẫu câu: Đây là N mà...,N5,basic,～は V (thể thông thường) + N です。,Đây là N mà (như thế nào đó),"Dùng để giải thích hoặc định nghĩa về một đối tượng, địa điểm hoặc con người cụ thể.","Có thể dùng cho đồ vật (kore/sore/are), địa điểm (koko/soko/asoko) hoặc người.","[{""segments"": [{""text"": ""これは ""}, {""kanji"": ""子供"", ""reading"": ""こども""}, {""text"": ""が よく""}, {""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べるお""}, {""kanji"": ""菓子"", ""reading"": ""かし""}, {""text"": ""です。""}], ""vi"": ""Đây là loại bánh kẹo mà trẻ con hay ăn.""}, {""segments"": [{""text"": ""ここは ""}, {""kanji"": ""本"", ""reading"": ""ほん""}, {""text"": ""を""}, {""kanji"": ""読"", ""reading"": ""よ""}, {""text"": ""む""}, {""kanji"": ""所"", ""reading"": ""ところ""}, {""text"": ""です。""}], ""vi"": ""Đây là nơi để đọc sách.""}]","[{""question"": {""segments"": [{""text"": ""Đây là ảnh tôi chụp cùng ông Obama : あれは オバマさんと ___ ""}, {""kanji"": ""写真"", ""reading"": ""しゃしん""}, {""text"": ""です。""}]}, ""choices"": [""とった"", ""とる"", ""とります""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Anh Thái là người đang gọi điện thoại : Thaiさんは ""}, {""kanji"": ""電話"", ""reading"": ""でんわ""}, {""text"": ""を ___ ""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""です。""}]}, ""choices"": [""かけている"", ""かけます"", ""かける""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Đây là nơi tôi gặp người yêu lần đầu : ここは ""}, {""kanji"": ""恋人"", ""reading"": ""こいびto""}, {""text"": ""に ""}, {""kanji"": ""初"", ""reading"": ""はじ""}, {""text"": ""めて ___ ""}, {""kanji"": ""所"", ""reading"": ""ところ""}, {""text"": ""です。""}]}, ""choices"": [""あった"", ""あう"", ""あいます""], ""answer"": 0}]"
22,3,Mẫu câu: N mà... thì...,N5,basic,V (thể thông thường) + N は ... です。,N mà (như thế nào đó) thì là...,Dùng khi muốn đưa danh từ đã được bổ nghĩa lên làm chủ ngữ của câu để nêu đặc điểm hoặc tên gọi.,Câu hỏi thường dùng để xác định một đối tượng cụ thể trong đám đông.,"[{""segments"": [{""text"": ""あのめがねを かけている""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""は ""}, {""kanji"": ""山田"", ""reading"": ""やまだ""}, {""text"": ""さんです。""}], ""vi"": ""Người đang đeo kính kia là anh Yamada.""}, {""segments"": [{""kanji"": ""寝"", ""reading"": ""ね""}, {""text"": ""ている""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""は Anhさんです。""}], ""vi"": ""Người đang ngủ là bạn Anh.""}]","[{""question"": {""segments"": [{""text"": ""Người đang mặc áo trắng là ai? : ""}, {""kanji"": ""白"", ""reading"": ""しろ""}, {""text"": ""いシャツを ___ ""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""は だれですか。""}]}, ""choices"": [""きている"", ""きます"", ""き""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Món ăn đã ăn hôm qua là món cà ri : ""}, {""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": "" ___ ""}, {""kanji"": ""料理"", ""reading"": ""りょうり""}, {""text"": ""は カレーです。""}]}, ""choices"": [""たべた"", ""たべる"", ""たべます""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Bộ phim đã xem tuần trước là phim Nhật : ""}, {""kanji"": ""先週"", ""reading"": ""せんしゅう""}, {""text"": "" ___ ""}, {""kanji"": ""映画"", ""reading"": ""えいが""}, {""text"": ""は ""}, {""kanji"": ""日本"", ""reading"": ""にほん""}, {""text"": ""のです。""}]}, ""choices"": [""みた"", ""みる"", ""みます""], ""answer"": 0}]"
22,4,Sử dụng danh từ được bổ nghĩa như một tân ngữ/chủ ngữ,N5,basic,V (thể thông thường) + N を／が ...,Làm gì với N mà... / N mà... thì như thế nào,Danh từ đã được bổ nghĩa có thể đóng vai trò là tân ngữ hoặc các thành phần khác trong một câu dài hơn.,Trợ từ đi sau danh từ phụ thuộc vào động từ chính ở cuối câu.,"[{""segments"": [{""kanji"": ""母"", ""reading"": ""はは""}, {""text"": ""が ""}, {""kanji"": ""作"", ""reading"": ""つく""}, {""text"": ""ったケーキを ""}, {""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べました。""}], ""vi"": ""Tôi đã ăn cái bánh mà mẹ tôi làm.""}, {""segments"": [{""kanji"": ""私"", ""reading"": ""わたし""}, {""text"": ""は スポーツをする""}, {""kanji"": ""女"", ""reading"": ""おんな""}, {""text"": ""の""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""が ""}, {""kanji"": ""好"", ""reading"": ""す""}, {""text"": ""kiです。""}], ""vi"": ""Tôi thích những người phụ nữ chơi thể thao.""}]","[{""question"": {""segments"": [{""kanji"": ""私"", ""reading"": ""わたし""}, {""text"": ""は ""}, {""kanji"": ""田中"", ""reading"": ""たなか""}, {""text"": ""さんが ___ チョコレートを ""}, {""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べました。""}]}, ""choices"": [""あげた"", ""あげる"", ""あげます""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""リンさんは ごはんを たくさん ___ ""}, {""kanji"": ""男"", ""reading"": ""おとこ""}, {""text"": ""の""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""が きらいです。""}]}, ""choices"": [""たべる"", ""たべた"", ""たべます""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""私"", ""reading"": ""わたし""}, {""text"": ""が ___ ""}, {""kanji"": ""言葉"", ""reading"": ""ことば""}, {""text"": ""を ""}, {""kanji"": ""書"", ""reading"": ""か""}, {""text"": ""いてください。""}]}, ""choices"": [""いう"", ""いい"", ""いいました""], ""answer"": 0}]"
22,5,Có thời gian/cuộc hẹn/việc bận để làm gì,N5,basic,V (thể thông thường) + 時間／約束／用事 があります,Có thời gian/cuộc hẹn/việc bận để làm V,Kết hợp mệnh đề bổ nghĩa với các danh từ chỉ thời gian hoặc sự việc để diễn tả khả năng hoặc kế hoạch thực hiện hành động.,Dạng phủ định là ～が ありません (không có thời gian/hẹn...).,"[{""segments"": [{""kanji"": ""私"", ""reading"": ""わたし""}, {""text"": ""は ""}, {""kanji"": ""漢字"", ""reading"": ""かんじ""}, {""text"": ""を ""}, {""kanji"": ""勉強"", ""reading"": ""べんきょう""}, {""text"": ""する""}, {""kanji"": ""時間"", ""reading"": ""じかん""}, {""text"": ""が ありません。""}], ""vi"": ""Tôi không có thời gian để học chữ Hán.""}, {""segments"": [{""kanji"": ""友達"", ""reading"": ""ともだち""}, {""text"": ""と ""}, {""kanji"": ""会"", ""reading"": ""あ""}, {""text"": ""う""}, {""kanji"": ""約束"", ""reading"": ""やくそく""}, {""text"": ""が あります。""}], ""vi"": ""Tôi có hẹn gặp bạn.""}]","[{""question"": {""segments"": [{""kanji"": ""郵便局"", ""reading"": ""ゆうびんきょく""}, {""text"": ""へ ___ ""}, {""kanji"": ""用事"", ""reading"": ""ようじ""}, {""text"": ""が あります。""}]}, ""choices"": [""いく"", ""いきます"", ""いって""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""ごはんを ___ ""}, {""kanji"": ""時間"", ""reading"": ""じかん""}, {""text"": ""が ありますか。""}]}, ""choices"": [""たべる"", ""たべます"", ""たべた""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""家"", ""reading"": ""いえ""}, {""text"": ""を ___ お""}, {""kanji"": ""金"", ""reading"": ""かね""}, {""text"": ""が ありません。""}]}, ""choices"": [""かう"", ""かいます"", ""かって""], ""answer"": 0}]"
23,1,Mẫu câu chỉ thời điểm (～とき),N5,basic,V (thể thường) / A / N + とき,Khi...,"Dùng để chỉ thời điểm mà một trạng thái hoặc hành động xảy ra,.","- Vる: trước/trong khi làm. <br>- Vた: sau khi đã làm xong. <br>- Aい giữ nguyên. <br>- Aな thêm な. <br>- N thêm の,.","[{""segments"": [{""kanji"": ""寂"", ""reading"": ""さび""}, {""text"": ""しいとき、たくさん""}, {""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べます。""}], ""vi"": ""Khi buồn tôi ăn rất nhiều.""}, {""segments"": [{""kanji"": ""帰"", ""reading"": ""かえ""}, {""text"": ""るとき、「さよなら」と""}, {""kanji"": ""言"", ""reading"": ""い""}, {""text"": ""います。""}], ""vi"": ""Khi về thì nói 'Tạm biệt'.""}]","[{""question"": {""segments"": [{""kanji"": ""暇"", ""reading"": ""ひま""}, {""text"": "" ___ とき、""}, {""kanji"": ""何"", ""reading"": ""なに""}, {""text"": ""をしますか。""}]}, ""choices"": [""na"", ""no"", ""ni""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""___ とき、「さよなら」と""}, {""kanji"": ""言"", ""reading"": ""い""}, {""text"": ""います。""}]}, ""choices"": [""帰る (kaeru)"", ""帰った (kaetta)"", ""帰って (kaette)""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""___ とき、「ありがとうございます」と""}, {""kanji"": ""言"", ""reading"": ""い""}, {""text"": ""います。""}]}, ""choices"": [""もらう (morau)"", ""もらった (moratta)"", ""もらわない (moraunai)""], ""answer"": 1}]"
